observed_at,tick_time,symbol,bid,ask,spread_points
2026-08-31T12:55:19.641325+00:00,2026-08-31T15:55:17.954000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:55:20.643845+00:00,2026-08-31T15:55:17.954000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:55:21.649031+00:00,2026-08-31T15:55:17.954000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:55:22.652928+00:00,2026-08-31T15:55:22.178000+00:00,GBPUSD,1.35389,1.35391,2.0
2026-08-31T12:55:23.656643+00:00,2026-08-31T15:55:22.178000+00:00,GBPUSD,1.35389,1.35391,2.0
2026-08-31T12:55:24.660513+00:00,2026-08-31T15:55:22.178000+00:00,GBPUSD,1.35389,1.35391,2.0
2026-08-31T12:55:25.664110+00:00,2026-08-31T15:55:25.186000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:55:26.667554+00:00,2026-08-31T15:55:25.186000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:55:27.671951+00:00,2026-08-31T15:55:25.186000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:55:28.678145+00:00,2026-08-31T15:55:25.186000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:55:29.721256+00:00,2026-08-31T15:55:25.186000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:55:30.724847+00:00,2026-08-31T15:55:25.186000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:55:31.728787+00:00,2026-08-31T15:55:31.298000+00:00,GBPUSD,1.35386,1.35388,2.0
2026-08-31T12:55:32.731541+00:00,2026-08-31T15:55:31.298000+00:00,GBPUSD,1.35386,1.35388,2.0
2026-08-31T12:55:33.736581+00:00,2026-08-31T15:55:31.298000+00:00,GBPUSD,1.35386,1.35388,2.0
2026-08-31T12:55:34.742278+00:00,2026-08-31T15:55:34.435000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:55:35.750379+00:00,2026-08-31T15:55:35.233000+00:00,GBPUSD,1.35378,1.3538000000000001,2.0
2026-08-31T12:55:36.754403+00:00,2026-08-31T15:55:35.233000+00:00,GBPUSD,1.35378,1.3538000000000001,2.0
2026-08-31T12:55:37.759383+00:00,2026-08-31T15:55:37.154000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:55:38.765346+00:00,2026-08-31T15:55:37.154000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:55:39.771802+00:00,2026-08-31T15:55:37.154000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:55:40.779176+00:00,2026-08-31T15:55:37.154000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:55:41.782419+00:00,2026-08-31T15:55:41.249000+00:00,GBPUSD,1.35376,1.35378,2.0
2026-08-31T12:55:42.786631+00:00,2026-08-31T15:55:42.722000+00:00,GBPUSD,1.35378,1.3538000000000001,2.0
2026-08-31T12:55:43.791322+00:00,2026-08-31T15:55:43.714000+00:00,GBPUSD,1.35379,1.35381,2.0
2026-08-31T12:55:44.795091+00:00,2026-08-31T15:55:44.834000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:55:45.798674+00:00,2026-08-31T15:55:45.409000+00:00,GBPUSD,1.35382,1.35384,2.0
2026-08-31T12:55:46.803844+00:00,2026-08-31T15:55:45.409000+00:00,GBPUSD,1.35382,1.35384,2.0
2026-08-31T12:55:47.806371+00:00,2026-08-31T15:55:47.617000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:55:48.811199+00:00,2026-08-31T15:55:47.617000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:55:49.816987+00:00,2026-08-31T15:55:49.633000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:55:50.821192+00:00,2026-08-31T15:55:49.633000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:55:51.824063+00:00,2026-08-31T15:55:49.633000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:55:52.826957+00:00,2026-08-31T15:55:49.633000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:55:53.831536+00:00,2026-08-31T15:55:49.633000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:55:54.835613+00:00,2026-08-31T15:55:49.633000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:55:55.840196+00:00,2026-08-31T15:55:49.633000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:55:56.842897+00:00,2026-08-31T15:55:49.633000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:55:57.846391+00:00,2026-08-31T15:55:57.570000+00:00,GBPUSD,1.3538299999999999,1.35385,2.0
2026-08-31T12:55:58.850332+00:00,2026-08-31T15:55:58.626000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:55:59.854002+00:00,2026-08-31T15:55:59.553000+00:00,GBPUSD,1.35382,1.35384,2.0
2026-08-31T12:56:00.857937+00:00,2026-08-31T15:55:59.553000+00:00,GBPUSD,1.35382,1.35384,2.0
2026-08-31T12:56:01.862655+00:00,2026-08-31T15:56:01.666000+00:00,GBPUSD,1.35384,1.35386,2.0
2026-08-31T12:56:02.866117+00:00,2026-08-31T15:56:01.666000+00:00,GBPUSD,1.35384,1.35386,2.0
2026-08-31T12:56:03.869743+00:00,2026-08-31T15:56:03.169000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:56:04.873556+00:00,2026-08-31T15:56:04.194000+00:00,GBPUSD,1.35386,1.35388,2.0
2026-08-31T12:56:05.876993+00:00,2026-08-31T15:56:05.890000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:56:06.884427+00:00,2026-08-31T15:56:05.890000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:56:07.888841+00:00,2026-08-31T15:56:05.890000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:56:08.893313+00:00,2026-08-31T15:56:05.890000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:56:09.895626+00:00,2026-08-31T15:56:09.346000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:10.899816+00:00,2026-08-31T15:56:09.346000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:11.903341+00:00,2026-08-31T15:56:11.970000+00:00,GBPUSD,1.35379,1.35381,2.0
2026-08-31T12:56:12.906614+00:00,2026-08-31T15:56:12.034000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:56:13.910950+00:00,2026-08-31T15:56:12.034000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:56:14.913935+00:00,2026-08-31T15:56:14.209000+00:00,GBPUSD,1.35378,1.3538000000000001,2.0
2026-08-31T12:56:15.918473+00:00,2026-08-31T15:56:15.490000+00:00,GBPUSD,1.35377,1.35379,2.0
2026-08-31T12:56:16.926168+00:00,2026-08-31T15:56:16.929000+00:00,GBPUSD,1.35378,1.3538000000000001,2.0
2026-08-31T12:56:17.935357+00:00,2026-08-31T15:56:17.826000+00:00,GBPUSD,1.35376,1.35378,2.0
2026-08-31T12:56:18.937649+00:00,2026-08-31T15:56:17.826000+00:00,GBPUSD,1.35376,1.35378,2.0
2026-08-31T12:56:20.012526+00:00,2026-08-31T15:56:17.826000+00:00,GBPUSD,1.35376,1.35378,2.0
2026-08-31T12:56:21.016594+00:00,2026-08-31T15:56:20.929000+00:00,GBPUSD,1.35378,1.3538000000000001,2.0
2026-08-31T12:56:22.019305+00:00,2026-08-31T15:56:21.633000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:23.023909+00:00,2026-08-31T15:56:21.633000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:24.027045+00:00,2026-08-31T15:56:21.633000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:25.031048+00:00,2026-08-31T15:56:21.633000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:26.035580+00:00,2026-08-31T15:56:21.633000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:27.039191+00:00,2026-08-31T15:56:21.633000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:28.043212+00:00,2026-08-31T15:56:21.633000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:29.047533+00:00,2026-08-31T15:56:21.633000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:30.050097+00:00,2026-08-31T15:56:29.857000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:56:31.054261+00:00,2026-08-31T15:56:29.857000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:56:32.057843+00:00,2026-08-31T15:56:29.857000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:56:33.061304+00:00,2026-08-31T15:56:29.857000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:56:34.066726+00:00,2026-08-31T15:56:29.857000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:56:35.069993+00:00,2026-08-31T15:56:29.857000+00:00,GBPUSD,1.3538000000000001,1.35382,2.0
2026-08-31T12:56:36.074254+00:00,2026-08-31T15:56:35.265000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:37.077124+00:00,2026-08-31T15:56:35.265000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:38.081380+00:00,2026-08-31T15:56:35.265000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:39.086217+00:00,2026-08-31T15:56:35.265000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:40.090754+00:00,2026-08-31T15:56:35.265000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:41.093233+00:00,2026-08-31T15:56:40.737000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:56:42.096439+00:00,2026-08-31T15:56:40.737000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:56:43.099803+00:00,2026-08-31T15:56:40.737000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:56:44.104919+00:00,2026-08-31T15:56:40.737000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:56:45.108072+00:00,2026-08-31T15:56:40.737000+00:00,GBPUSD,1.3538700000000001,1.35389,2.0
2026-08-31T12:56:46.111053+00:00,2026-08-31T15:56:46.114000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:56:47.114846+00:00,2026-08-31T15:56:46.114000+00:00,GBPUSD,1.35385,1.3538700000000001,2.0
2026-08-31T12:56:48.119022+00:00,2026-08-31T15:56:48.096000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:49.121891+00:00,2026-08-31T15:56:48.096000+00:00,GBPUSD,1.35381,1.3538299999999999,2.0
2026-08-31T12:56:50.125289+00:00,2026-08-31T15:56:49.824000+00:00,GBPUSD,1.35384,1.35386,2.0
2026-08-31T12:56:51.128506+00:00,2026-08-31T15:56:50.657000+00:00,GBPUSD,1.3538299999999999,1.35385,2.0
